id,rank,title,year,image,imDbRating,imDbRatingCount,cast_length,cast,pct_nepo
tt0185906,4,Band of Brothers,2001,https://m.media-amazon.com/images/M/MV5BMTI3ODc2ODc0M15BMl5BanBnXkFtZTYwMjgzNjc3._V1_Ratio0.6716_AL_.jpg,9.4,487357,23.0,"{'name': 'Kirk Acevedo', 'image': 'upload.wikimedia.org/wikipedia/commons/thumb/a/a1/Kirk_Acevedo_%28cropped%29.jpg/220px-Kirk_Acevedo_%28cropped%29.jpg', 'link': 'https://en.wikipedia.org/wiki/Kirk_Acevedo', 'nepo': False, 'parents': []}",0.043478260869565216
tt0185906,4,Band of Brothers,2001,https://m.media-amazon.com/images/M/MV5BMTI3ODc2ODc0M15BMl5BanBnXkFtZTYwMjgzNjc3._V1_Ratio0.6716_AL_.jpg,9.4,487357,23.0,"{'name': 'Eion Bailey', 'image': 'upload.wikimedia.org/wikipedia/commons/thumb/7/70/Eion_Bailey_2012.jpg/220px-Eion_Bailey_2012.jpg', 'link': 'https://en.wikipedia.org/wiki/Eion_Bailey', 'nepo': False, 'parents': []}",0.043478260869565216
tt0185906,4,Band of Brothers,2001,https://m.media-amazon.com/images/M/MV5BMTI3ODc2ODc0M15BMl5BanBnXkFtZTYwMjgzNjc3._V1_Ratio0.6716_AL_.jpg,9.4,487357,23.0,"{'name': 'Michael Cudlitz', 'image': 'upload.wikimedia.org/wikipedia/commons/thumb/9/92/Michael_Cudlitz_July_2018.jpg/220px-Michael_Cudlitz_July_2018.jpg', 'link': 'https://en.wikipedia.org/wiki/Michael_Cudlitz', 'nepo': False, 'parents': []}",0.043478260869565216
tt0185906,4,Band of Brothers,2001,https://m.media-amazon.com/images/M/MV5BMTI3ODc2ODc0M15BMl5BanBnXkFtZTYwMjgzNjc3._V1_Ratio0.6716_AL_.jpg,9.4,487357,23.0,"{'name': 'Dale Dye', 'image': 'upload.wikimedia.org/wikipedia/commons/2/2b/Dale_Dye.jpg', 'link': 'https://en.wikipedia.org/wiki/Dale_Dye', 'nepo': False, 'parents': []}",0.043478260869565216
tt0185906,4,Band of Brothers,2001,https://m.media-amazon.com/images/M/MV5BMTI3ODc2ODc0M15BMl5BanBnXkFtZTYwMjgzNjc3._V1_Ratio0.6716_AL_.jpg,9.4,487357,23.0,"{'name': 'Rick Gomez', 'image': 'upload.wikimedia.org/wikipedia/commons/thumb/5/5d/Rick_Gomez.jpg/220px-Rick_Gomez.jpg', 'link': 'https://en.wikipedia.org/wiki/Rick_Gomez', 'nepo': False, 'parents': []}",0.043478260869565216
tt0185906,4,Band of Brothers,2001,https://m.media-amazon.com/images/M/MV5BMTI3ODc2ODc0M15BMl5BanBnXkFtZTYwMjgzNjc3._V1_Ratio0.6716_AL_.jpg,9.4,487357,23.0,"{'name': 'Scott Grimes', 'image': 'upload.wikimedia.org/wikipedia/commons/thumb/8/89/Scott_Grimes_by_Gage_Skidmore_2.jpg/220px-Scott_Grimes_by_Gage_Skidmore_2.jpg', 'link': 'https://en.wikipedia.org/wiki/Scott_Grimes', 'nepo': False, 'parents': []}",0.043478260869565216
tt0185906,4,Band of Brothers,2001,https://m.media-amazon.com/images/M/MV5BMTI3ODc2ODc0M15BMl5BanBnXkFtZTYwMjgzNjc3._V1_Ratio0.6716_AL_.jpg,9.4,487357,23.0,"{'name': 'Frank John Hughes', 'image': '', 'link': 'https://en.wikipedia.org/wiki/Frank_John_Hughes', 'nepo': False, 'parents': []}",0.043478260869565216
tt0185906,4,Band of Brothers,2001,https://m.media-amazon.com/images/M/MV5BMTI3ODc2ODc0M15BMl5BanBnXkFtZTYwMjgzNjc3._V1_Ratio0.6716_AL_.jpg,9.4,487357,23.0,"{'name': 'Damian Lewis', 'image': 'upload.wikimedia.org/wikipedia/commons/thumb/5/54/Damian_Lewis_Berlin_2015.jpg/220px-Damian_Lewis_Berlin_2015.jpg', 'link': 'https://en.wikipedia.org/wiki/Damian_Lewis', 'nepo': False, 'parents': []}",0.043478260869565216
tt0185906,4,Band of Brothers,2001,https://m.media-amazon.com/images/M/MV5BMTI3ODc2ODc0M15BMl5BanBnXkFtZTYwMjgzNjc3._V1_Ratio0.6716_AL_.jpg,9.4,487357,23.0,"{'name': 'Ron Livingston', 'image': 'upload.wikimedia.org/wikipedia/commons/thumb/1/11/RonLivingstonMay10.jpg/220px-RonLivingstonMay10.jpg', 'link': 'https://en.wikipedia.org/wiki/Ron_Livingston', 'nepo': False, 'parents': []}",0.043478260869565216
tt0185906,4,Band of Brothers,2001,https://m.media-amazon.com/images/M/MV5BMTI3ODc2ODc0M15BMl5BanBnXkFtZTYwMjgzNjc3._V1_Ratio0.6716_AL_.jpg,9.4,487357,23.0,"{'name': 'James Madio', 'image': 'upload.wikimedia.org/wikipedia/commons/thumb/9/9e/Us-actor.svg/25px-Us-actor.svg.png', 'link': 'https://en.wikipedia.org/wiki/James_Madio', 'nepo': False, 'parents': []}",0.043478260869565216
tt0185906,4,Band of Brothers,2001,https://m.media-amazon.com/images/M/MV5BMTI3ODc2ODc0M15BMl5BanBnXkFtZTYwMjgzNjc3._V1_Ratio0.6716_AL_.jpg,9.4,487357,23.0,"{'name': 'Neal McDonough', 'image': 'upload.wikimedia.org/wikipedia/commons/thumb/5/5e/Neal_McDonough_by_Gage_Skidmore.jpg/220px-Neal_McDonough_by_Gage_Skidmore.jpg', 'link': 'https://en.wikipedia.org/wiki/Neal_McDonough', 'nepo': False, 'parents': []}",0.043478260869565216
tt0185906,4,Band of Brothers,2001,https://m.media-amazon.com/images/M/MV5BMTI3ODc2ODc0M15BMl5BanBnXkFtZTYwMjgzNjc3._V1_Ratio0.6716_AL_.jpg,9.4,487357,23.0,"{'name': 'Rene L. Moreno', 'image': '', 'link': 'https://en.wikipedia.org/wiki/Rene_L._Moreno', 'nepo': False, 'parents': []}",0.043478260869565216
tt0185906,4,Band of Brothers,2001,https://m.media-amazon.com/images/M/MV5BMTI3ODc2ODc0M15BMl5BanBnXkFtZTYwMjgzNjc3._V1_Ratio0.6716_AL_.jpg,9.4,487357,23.0,"{'name': 'David Schwimmer', 'image': 'upload.wikimedia.org/wikipedia/commons/thumb/3/30/David_Schwimmer_2011.jpg/220px-David_Schwimmer_2011.jpg', 'link': 'https://en.wikipedia.org/wiki/David_Schwimmer', 'nepo': False, 'parents': []}",0.043478260869565216
tt0185906,4,Band of Brothers,2001,https://m.media-amazon.com/images/M/MV5BMTI3ODc2ODc0M15BMl5BanBnXkFtZTYwMjgzNjc3._V1_Ratio0.6716_AL_.jpg,9.4,487357,23.0,"{'name': 'Richard Speight Jr.', 'image': 'upload.wikimedia.org/wikipedia/commons/thumb/4/41/Richard_Speight_Jr._by_Gage_Skidmore_2016_%28cropped%29.jpg/220px-Richard_Speight_Jr._by_Gage_Skidmore_2016_%28cropped%29.jpg', 'link': 'https://en.wikipedia.org/wiki/Richard_Speight_Jr.', 'nepo': False, 'parents': []}",0.043478260869565216
tt0185906,4,Band of Brothers,2001,https://m.media-amazon.com/images/M/MV5BMTI3ODc2ODc0M15BMl5BanBnXkFtZTYwMjgzNjc3._V1_Ratio0.6716_AL_.jpg,9.4,487357,23.0,"{'name': 'Donnie Wahlberg', 'image': 'upload.wikimedia.org/wikipedia/commons/thumb/f/fd/Donnie_Wahlberg_2010.jpg/220px-Donnie_Wahlberg_2010.jpg', 'link': 'https://en.wikipedia.org/wiki/Donnie_Wahlberg', 'nepo': False, 'parents': []}",0.043478260869565216
tt0185906,4,Band of Brothers,2001,https://m.media-amazon.com/images/M/MV5BMTI3ODc2ODc0M15BMl5BanBnXkFtZTYwMjgzNjc3._V1_Ratio0.6716_AL_.jpg,9.4,487357,23.0,"{'name': 'Matthew Settle', 'image': 'upload.wikimedia.org/wikipedia/commons/thumb/2/2b/Matthew_Settle.jpg/220px-Matthew_Settle.jpg', 'link': 'https://en.wikipedia.org/wiki/Matthew_Settle', 'nepo': False, 'parents': []}",0.043478260869565216
tt0185906,4,Band of Brothers,2001,https://m.media-amazon.com/images/M/MV5BMTI3ODc2ODc0M15BMl5BanBnXkFtZTYwMjgzNjc3._V1_Ratio0.6716_AL_.jpg,9.4,487357,23.0,"{'name': 'Douglas Spain', 'image': 'upload.wikimedia.org/wikipedia/commons/thumb/9/9e/Us-actor.svg/27px-Us-actor.svg.png', 'link': 'https://en.wikipedia.org/wiki/Douglas_Spain', 'nepo': False, 'parents': []}",0.043478260869565216
tt0185906,4,Band of Brothers,2001,https://m.media-amazon.com/images/M/MV5BMTI3ODc2ODc0M15BMl5BanBnXkFtZTYwMjgzNjc3._V1_Ratio0.6716_AL_.jpg,9.4,487357,23.0,"{'name': 'Rick Warden', 'image': 'upload.wikimedia.org/wikipedia/en/thumb/b/be/Flag_of_England.svg/30px-Flag_of_England.svg.png', 'link': 'https://en.wikipedia.org/wiki/Rick_Warden', 'nepo': False, 'parents': []}",0.043478260869565216
tt0185906,4,Band of Brothers,2001,https://m.media-amazon.com/images/M/MV5BMTI3ODc2ODc0M15BMl5BanBnXkFtZTYwMjgzNjc3._V1_Ratio0.6716_AL_.jpg,9.4,487357,23.0,"{'name': 'Marc Warren', 'image': 'upload.wikimedia.org/wikipedia/commons/thumb/c/c1/Marc_Warren_2011_Mad_Dogs.png/220px-Marc_Warren_2011_Mad_Dogs.png', 'link': 'https://en.wikipedia.org/wiki/Marc_Warren', 'nepo': False, 'parents': []}",0.043478260869565216
tt0185906,4,Band of Brothers,2001,https://m.media-amazon.com/images/M/MV5BMTI3ODc2ODc0M15BMl5BanBnXkFtZTYwMjgzNjc3._V1_Ratio0.6716_AL_.jpg,9.4,487357,23.0,"{'name': 'Shane Taylor', 'image': '', 'link': 'https://en.wikipedia.org/wiki/Shane_Taylor_(actor)', 'nepo': False, 'parents': []}",0.043478260869565216
tt0185906,4,Band of Brothers,2001,https://m.media-amazon.com/images/M/MV5BMTI3ODc2ODc0M15BMl5BanBnXkFtZTYwMjgzNjc3._V1_Ratio0.6716_AL_.jpg,9.4,487357,23.0,"{'name': 'Dexter Fletcher', 'image': 'upload.wikimedia.org/wikipedia/commons/thumb/2/23/Philip_Sinden_photographer_portrait_photo_of_Dexter_Fletcher.jpg/220px-Philip_Sinden_photographer_portrait_photo_of_Dexter_Fletcher.jpg', 'link': 'https://en.wikipedia.org/wiki/Dexter_Fletcher', 'nepo': False, 'parents': []}",0.043478260869565216
tt0185906,4,Band of Brothers,2001,https://m.media-amazon.com/images/M/MV5BMTI3ODc2ODc0M15BMl5BanBnXkFtZTYwMjgzNjc3._V1_Ratio0.6716_AL_.jpg,9.4,487357,23.0,"{'name': 'Colin Hanks', 'image': 'upload.wikimedia.org/wikipedia/commons/thumb/a/a2/Colin_Hanks_in_2015.jpg/220px-Colin_Hanks_in_2015.jpg', 'link': 'https://en.wikipedia.org/wiki/Colin_Hanks', 'nepo': True, 'parents': [{'name': 'Tom Hanks', 'image': 'upload.wikimedia.org/wikipedia/commons/thumb/a/a9/Tom_Hanks_TIFF_2019.jpg/220px-Tom_Hanks_TIFF_2019.jpg', 'link': 'https://en.wikipedia.org/wiki/Tom_Hanks'}]}",0.043478260869565216
tt0185906,4,Band of Brothers,2001,https://m.media-amazon.com/images/M/MV5BMTI3ODc2ODc0M15BMl5BanBnXkFtZTYwMjgzNjc3._V1_Ratio0.6716_AL_.jpg,9.4,487357,23.0,"{'name': 'Ross McCall', 'image': '', 'link': 'https://en.wikipedia.org/wiki/Ross_McCall', 'nepo': False, 'parents': []}",0.043478260869565216
tt7366338,5,Chernobyl,2019,https://m.media-amazon.com/images/M/MV5BNTdkN2QwMDItMDVhNS00ZjFiLWEzNTctMzY5ODQzYWNkMDllXkEyXkFqcGdeQXVyMTMzNDExODE5._V1_Ratio0.7313_AL_.jpg,9.3,803439,18.0,"{'name': 'Jared Harris', 'image': 'upload.wikimedia.org/wikipedia/commons/thumb/b/b5/Jared_Harris_2014.jpg/220px-Jared_Harris_2014.jpg', 'link': 'https://en.wikipedia.org/wiki/Jared_Harris', 'nepo': True, 'parents': [{'name': 'Richard Harris', 'image': 'upload.wikimedia.org/wikipedia/commons/thumb/d/d9/Richard_Harris_1985.jpg/220px-Richard_Harris_1985.jpg', 'link': 'https://en.wikipedia.org/wiki/Richard_Harris'}]}",0.1111111111111111
tt7366338,5,Chernobyl,2019,https://m.media-amazon.com/images/M/MV5BNTdkN2QwMDItMDVhNS00ZjFiLWEzNTctMzY5ODQzYWNkMDllXkEyXkFqcGdeQXVyMTMzNDExODE5._V1_Ratio0.7313_AL_.jpg,9.3,803439,18.0,"{'name': 'Stellan Skarsgård', 'image': 'upload.wikimedia.org/wikipedia/commons/thumb/0/0a/Stellan_Skarsg%C3%A5rd_at_the_2017_Berlinalevds.jpg/220px-Stellan_Skarsg%C3%A5rd_at_the_2017_Berlinalevds.jpg', 'link': 'https://en.wikipedia.org/wiki/Stellan_Skarsg%C3%A5rd', 'nepo': False, 'parents': []}",0.1111111111111111
tt7366338,5,Chernobyl,2019,https://m.media-amazon.com/images/M/MV5BNTdkN2QwMDItMDVhNS00ZjFiLWEzNTctMzY5ODQzYWNkMDllXkEyXkFqcGdeQXVyMTMzNDExODE5._V1_Ratio0.7313_AL_.jpg,9.3,803439,18.0,"{'name': 'Paul Ritter', 'image': 'upload.wikimedia.org/wikipedia/en/thumb/0/05/Actor_Paul_Ritter.jpg/220px-Actor_Paul_Ritter.jpg', 'link': 'https://en.wikipedia.org/wiki/Paul_Ritter', 'nepo': False, 'parents': []}",0.1111111111111111
tt7366338,5,Chernobyl,2019,https://m.media-amazon.com/images/M/MV5BNTdkN2QwMDItMDVhNS00ZjFiLWEzNTctMzY5ODQzYWNkMDllXkEyXkFqcGdeQXVyMTMzNDExODE5._V1_Ratio0.7313_AL_.jpg,9.3,803439,18.0,"{'name': 'Jessie Buckley', 'image': 'upload.wikimedia.org/wikipedia/commons/thumb/6/6a/Jessie_Buckley_2019.jpg/220px-Jessie_Buckley_2019.jpg', 'link': 'https://en.wikipedia.org/wiki/Jessie_Buckley', 'nepo': False, 'parents': []}",0.1111111111111111
tt7366338,5,Chernobyl,2019,https://m.media-amazon.com/images/M/MV5BNTdkN2QwMDItMDVhNS00ZjFiLWEzNTctMzY5ODQzYWNkMDllXkEyXkFqcGdeQXVyMTMzNDExODE5._V1_Ratio0.7313_AL_.jpg,9.3,803439,18.0,"{'name': 'Adam Nagaitis', 'image': 'upload.wikimedia.org/wikipedia/commons/thumb/9/98/Adam_Nagaitis_the_Terror_Premiere.jpg/220px-Adam_Nagaitis_the_Terror_Premiere.jpg', 'link': 'https://en.wikipedia.org/wiki/Adam_Nagaitis', 'nepo': False, 'parents': []}",0.1111111111111111
tt7366338,5,Chernobyl,2019,https://m.media-amazon.com/images/M/MV5BNTdkN2QwMDItMDVhNS00ZjFiLWEzNTctMzY5ODQzYWNkMDllXkEyXkFqcGdeQXVyMTMzNDExODE5._V1_Ratio0.7313_AL_.jpg,9.3,803439,18.0,"{'name': ""Con O'Neill"", 'image': '', 'link': 'https://en.wikipedia.org/wiki/Con_O%27Neill_(actor)', 'nepo': False, 'parents': []}",0.1111111111111111
tt7366338,5,Chernobyl,2019,https://m.media-amazon.com/images/M/MV5BNTdkN2QwMDItMDVhNS00ZjFiLWEzNTctMzY5ODQzYWNkMDllXkEyXkFqcGdeQXVyMTMzNDExODE5._V1_Ratio0.7313_AL_.jpg,9.3,803439,18.0,"{'name': 'Adrian Rawlins', 'image': 'upload.wikimedia.org/wikipedia/commons/thumb/4/49/Adrian_Rawlins_%C3%A0_Imagin%27%C3%A8res_Toulouse.jpg/220px-Adrian_Rawlins_%C3%A0_Imagin%27%C3%A8res_Toulouse.jpg', 'link': 'https://en.wikipedia.org/wiki/Adrian_Rawlins', 'nepo': False, 'parents': []}",0.1111111111111111
tt7366338,5,Chernobyl,2019,https://m.media-amazon.com/images/M/MV5BNTdkN2QwMDItMDVhNS00ZjFiLWEzNTctMzY5ODQzYWNkMDllXkEyXkFqcGdeQXVyMTMzNDExODE5._V1_Ratio0.7313_AL_.jpg,9.3,803439,18.0,"{'name': 'Sam Troughton', 'image': 'upload.wikimedia.org/wikipedia/commons/thumb/4/4f/P_culture.svg/25px-P_culture.svg.png', 'link': 'https://en.wikipedia.org/wiki/Sam_Troughton', 'nepo': True, 'parents': [{'name': 'David Troughton', 'image': '', 'link': 'https://en.wikipedia.org/wiki/David_Troughton'}]}",0.1111111111111111
tt7366338,5,Chernobyl,2019,https://m.media-amazon.com/images/M/MV5BNTdkN2QwMDItMDVhNS00ZjFiLWEzNTctMzY5ODQzYWNkMDllXkEyXkFqcGdeQXVyMTMzNDExODE5._V1_Ratio0.7313_AL_.jpg,9.3,803439,18.0,"{'name': 'Robert Emms', 'image': '', 'link': 'https://en.wikipedia.org/wiki/Robert_Emms', 'nepo': False, 'parents': []}",0.1111111111111111
tt7366338,5,Chernobyl,2019,https://m.media-amazon.com/images/M/MV5BNTdkN2QwMDItMDVhNS00ZjFiLWEzNTctMzY5ODQzYWNkMDllXkEyXkFqcGdeQXVyMTMzNDExODE5._V1_Ratio0.7313_AL_.jpg,9.3,803439,18.0,"{'name': 'Emily Watson', 'image': 'upload.wikimedia.org/wikipedia/commons/thumb/c/c3/Emily_Watson_%2825831419375%29_cropped.jpg/220px-Emily_Watson_%2825831419375%29_cropped.jpg', 'link': 'https://en.wikipedia.org/wiki/Emily_Watson', 'nepo': False, 'parents': []}",0.1111111111111111
tt7366338,5,Chernobyl,2019,https://m.media-amazon.com/images/M/MV5BNTdkN2QwMDItMDVhNS00ZjFiLWEzNTctMzY5ODQzYWNkMDllXkEyXkFqcGdeQXVyMTMzNDExODE5._V1_Ratio0.7313_AL_.jpg,9.3,803439,18.0,"{'name': 'David Dencik', 'image': 'upload.wikimedia.org/wikipedia/commons/thumb/6/68/David_Dencik_in_Nov_2014-3.jpg/220px-David_Dencik_in_Nov_2014-3.jpg', 'link': 'https://en.wikipedia.org/wiki/David_Dencik', 'nepo': False, 'parents': []}",0.1111111111111111
tt7366338,5,Chernobyl,2019,https://m.media-amazon.com/images/M/MV5BNTdkN2QwMDItMDVhNS00ZjFiLWEzNTctMzY5ODQzYWNkMDllXkEyXkFqcGdeQXVyMTMzNDExODE5._V1_Ratio0.7313_AL_.jpg,9.3,803439,18.0,"{'name': 'Mark Lewis Jones', 'image': 'upload.wikimedia.org/wikipedia/commons/d/d5/Mark_Lewis_Jones.jpg', 'link': 'https://en.wikipedia.org/wiki/Mark_Lewis_Jones', 'nepo': False, 'parents': []}",0.1111111111111111
