id,title,year,image,imdb-rating,imdb-rating-count,cast_length,cast,pct_nepo
tt0439572,The Flash,2023,https://m.media-amazon.com/images/M/MV5BZWE2ZWE5MDQtMTJlZi00MTVjLTkxOTgtNmNiYjg2NDIxN2NhXkEyXkFqcGdeQXVyMTUzMTg2ODkz._V1_Ratio0.6716_AL_.jpg,7.2,70449,8.0,"{'name': 'Ezra Miller', 'image': 'upload.wikimedia.org/wikipedia/commons/thumb/e/ec/Ezra_Miller_by_Gage_Skidmore_2.jpg/220px-Ezra_Miller_by_Gage_Skidmore_2.jpg', 'link': 'https://en.wikipedia.org/wiki/Ezra_Miller', 'nepo': False, 'parents': []}",0.125
tt0439572,The Flash,2023,https://m.media-amazon.com/images/M/MV5BZWE2ZWE5MDQtMTJlZi00MTVjLTkxOTgtNmNiYjg2NDIxN2NhXkEyXkFqcGdeQXVyMTUzMTg2ODkz._V1_Ratio0.6716_AL_.jpg,7.2,70449,8.0,"{'name': 'Sasha Calle', 'image': 'upload.wikimedia.org/wikipedia/commons/thumb/d/d6/Sasha_Calle_2023_01.jpg/220px-Sasha_Calle_2023_01.jpg', 'link': 'https://en.wikipedia.org/wiki/Sasha_Calle', 'nepo': False, 'parents': []}",0.125
tt0439572,The Flash,2023,https://m.media-amazon.com/images/M/MV5BZWE2ZWE5MDQtMTJlZi00MTVjLTkxOTgtNmNiYjg2NDIxN2NhXkEyXkFqcGdeQXVyMTUzMTg2ODkz._V1_Ratio0.6716_AL_.jpg,7.2,70449,8.0,"{'name': 'Michael Shannon', 'image': 'upload.wikimedia.org/wikipedia/commons/thumb/e/ed/MichaelShannon_%28cropped%29.jpg/220px-MichaelShannon_%28cropped%29.jpg', 'link': 'https://en.wikipedia.org/wiki/Michael_Shannon', 'nepo': True, 'parents': [{'name': 'Raymond Corbett Shannon', 'image': '', 'link': 'https://en.wikipedia.org/wiki/Raymond_Corbett_Shannon'}]}",0.125
tt0439572,The Flash,2023,https://m.media-amazon.com/images/M/MV5BZWE2ZWE5MDQtMTJlZi00MTVjLTkxOTgtNmNiYjg2NDIxN2NhXkEyXkFqcGdeQXVyMTUzMTg2ODkz._V1_Ratio0.6716_AL_.jpg,7.2,70449,8.0,"{'name': 'Ron Livingston', 'image': 'upload.wikimedia.org/wikipedia/commons/thumb/1/11/RonLivingstonMay10.jpg/220px-RonLivingstonMay10.jpg', 'link': 'https://en.wikipedia.org/wiki/Ron_Livingston', 'nepo': False, 'parents': []}",0.125
tt0439572,The Flash,2023,https://m.media-amazon.com/images/M/MV5BZWE2ZWE5MDQtMTJlZi00MTVjLTkxOTgtNmNiYjg2NDIxN2NhXkEyXkFqcGdeQXVyMTUzMTg2ODkz._V1_Ratio0.6716_AL_.jpg,7.2,70449,8.0,"{'name': 'Maribel Verdú', 'image': 'upload.wikimedia.org/wikipedia/commons/thumb/5/50/Premios_Goya_2018_-_Maribel_Verd%C3%BA.jpg/220px-Premios_Goya_2018_-_Maribel_Verd%C3%BA.jpg', 'link': 'https://en.wikipedia.org/wiki/Maribel_Verd%C3%BA', 'nepo': False, 'parents': []}",0.125
tt0439572,The Flash,2023,https://m.media-amazon.com/images/M/MV5BZWE2ZWE5MDQtMTJlZi00MTVjLTkxOTgtNmNiYjg2NDIxN2NhXkEyXkFqcGdeQXVyMTUzMTg2ODkz._V1_Ratio0.6716_AL_.jpg,7.2,70449,8.0,"{'name': 'Kiersey Clemons', 'image': 'upload.wikimedia.org/wikipedia/commons/thumb/5/58/Kiersey_Clemons_BTS_Heed_Magazine_Cover_Shoot.jpg/220px-Kiersey_Clemons_BTS_Heed_Magazine_Cover_Shoot.jpg', 'link': 'https://en.wikipedia.org/wiki/Kiersey_Clemons', 'nepo': False, 'parents': []}",0.125
tt0439572,The Flash,2023,https://m.media-amazon.com/images/M/MV5BZWE2ZWE5MDQtMTJlZi00MTVjLTkxOTgtNmNiYjg2NDIxN2NhXkEyXkFqcGdeQXVyMTUzMTg2ODkz._V1_Ratio0.6716_AL_.jpg,7.2,70449,8.0,"{'name': 'Antje Traue', 'image': 'upload.wikimedia.org/wikipedia/commons/thumb/0/00/MJK30855_Antje_Traue_%28Berlinale_2017%29.jpg/220px-MJK30855_Antje_Traue_%28Berlinale_2017%29.jpg', 'link': 'https://en.wikipedia.org/wiki/Antje_Traue', 'nepo': False, 'parents': []}",0.125
tt0439572,The Flash,2023,https://m.media-amazon.com/images/M/MV5BZWE2ZWE5MDQtMTJlZi00MTVjLTkxOTgtNmNiYjg2NDIxN2NhXkEyXkFqcGdeQXVyMTUzMTg2ODkz._V1_Ratio0.6716_AL_.jpg,7.2,70449,8.0,"{'name': 'Michael Keaton', 'image': 'upload.wikimedia.org/wikipedia/commons/thumb/6/6d/Michael_Keaton_%28NYCC_2014%29_%28cropped%29.JPG/220px-Michael_Keaton_%28NYCC_2014%29_%28cropped%29.JPG', 'link': 'https://en.wikipedia.org/wiki/Michael_Keaton', 'nepo': False, 'parents': []}",0.125
tt9362722,Spider-Man: Across the Spider-Verse,2023,https://m.media-amazon.com/images/M/MV5BMzI0NmVkMjEtYmY4MS00ZDMxLTlkZmEtMzU4MDQxYTMzMjU2XkEyXkFqcGdeQXVyMzQ0MzA0NTM@._V1_Ratio0.6716_AL_.jpg,8.9,155654,13.0,"{'name': 'Shameik Moore', 'image': 'upload.wikimedia.org/wikipedia/commons/thumb/3/30/Shameik_Moore_by_Gage_Skidmore.jpg/220px-Shameik_Moore_by_Gage_Skidmore.jpg', 'link': 'https://en.wikipedia.org/wiki/Shameik_Moore', 'nepo': False, 'parents': []}",0.15384615384615385
tt9362722,Spider-Man: Across the Spider-Verse,2023,https://m.media-amazon.com/images/M/MV5BMzI0NmVkMjEtYmY4MS00ZDMxLTlkZmEtMzU4MDQxYTMzMjU2XkEyXkFqcGdeQXVyMzQ0MzA0NTM@._V1_Ratio0.6716_AL_.jpg,8.9,155654,13.0,"{'name': 'Hailee Steinfeld', 'image': 'upload.wikimedia.org/wikipedia/commons/thumb/8/8a/Hailee_Steinfeld_by_Gage_Skidmore.jpg/220px-Hailee_Steinfeld_by_Gage_Skidmore.jpg', 'link': 'https://en.wikipedia.org/wiki/Hailee_Steinfeld', 'nepo': True, 'parents': [{'name': 'Jake Steinfeld', 'image': 'upload.wikimedia.org/wikipedia/commons/thumb/f/fc/Jake_Steinfeld_at_Holbrook_Fitness_Center.jpg/220px-Jake_Steinfeld_at_Holbrook_Fitness_Center.jpg', 'link': 'https://en.wikipedia.org/wiki/Jake_Steinfeld'}]}",0.15384615384615385
