id,rank,rankUpDown,title,year,image,imDbRating,imDbRatingCount,cast_length,cast,pct_nepo
tt13157618,2,+57,Secret Invasion,2023,https://m.media-amazon.com/images/M/MV5BM2FlYzVmNWQtNzE4ZS00OTMwLTlhYTUtZDY0YTEyZTRlZDlkXkEyXkFqcGdeQXVyMTUzMTg2ODkz._V1_Ratio0.6716_AL_.jpg,7.1,9158,13.0,"{'name': 'Charlayne Woodard', 'image': '', 'link': 'https://en.wikipedia.org/wiki/Charlayne_Woodard', 'nepo': False, 'parents': []}",0.0
tt13157618,2,+57,Secret Invasion,2023,https://m.media-amazon.com/images/M/MV5BM2FlYzVmNWQtNzE4ZS00OTMwLTlhYTUtZDY0YTEyZTRlZDlkXkEyXkFqcGdeQXVyMTUzMTg2ODkz._V1_Ratio0.6716_AL_.jpg,7.1,9158,13.0,"{'name': 'Christopher McDonald', 'image': 'upload.wikimedia.org/wikipedia/commons/thumb/e/e3/Christopher_McDonald_2011_Shankbone_%28cropped%29.JPG/220px-Christopher_McDonald_2011_Shankbone_%28cropped%29.JPG', 'link': 'https://en.wikipedia.org/wiki/Christopher_McDonald', 'nepo': False, 'parents': []}",0.0
tt13157618,2,+57,Secret Invasion,2023,https://m.media-amazon.com/images/M/MV5BM2FlYzVmNWQtNzE4ZS00OTMwLTlhYTUtZDY0YTEyZTRlZDlkXkEyXkFqcGdeQXVyMTUzMTg2ODkz._V1_Ratio0.6716_AL_.jpg,7.1,9158,13.0,"{'name': 'Katie Finneran', 'image': 'upload.wikimedia.org/wikipedia/commons/thumb/f/f7/Katie_Finneran_in_Annie_The_Musical%2C_October_6%2C_2012.jpg/220px-Katie_Finneran_in_Annie_The_Musical%2C_October_6%2C_2012.jpg', 'link': 'https://en.wikipedia.org/wiki/Katie_Finneran', 'nepo': False, 'parents': []}",0.0
tt14954666,3,-1,The Idol,2023,https://m.media-amazon.com/images/M/MV5BYzU3YmMwYjItYzQ0My00YjYzLThlZjItNTdmNjY5ZTZjNWY5XkEyXkFqcGdeQXVyMTY1MTU0NzEz._V1_Ratio0.6716_AL_.jpg,5.7,51871,5.0,"{'name': 'Abel Tesfaye', 'image': 'upload.wikimedia.org/wikipedia/commons/thumb/a/a0/The_Weeknd_Portrait_by_Brian_Ziff.jpg/220px-The_Weeknd_Portrait_by_Brian_Ziff.jpg', 'link': 'https://en.wikipedia.org/wiki/Abel_Tesfaye', 'nepo': False, 'parents': []}",0.2
tt14954666,3,-1,The Idol,2023,https://m.media-amazon.com/images/M/MV5BYzU3YmMwYjItYzQ0My00YjYzLThlZjItNTdmNjY5ZTZjNWY5XkEyXkFqcGdeQXVyMTY1MTU0NzEz._V1_Ratio0.6716_AL_.jpg,5.7,51871,5.0,"{'name': 'Lily-Rose Depp', 'image': 'upload.wikimedia.org/wikipedia/commons/thumb/a/af/Lily-Rose_Depp_Cannes_2017_%28cropped%29v2.jpg/220px-Lily-Rose_Depp_Cannes_2017_%28cropped%29v2.jpg', 'link': 'https://en.wikipedia.org/wiki/Lily-Rose_Depp', 'nepo': True, 'parents': [{'name': 'Johnny Depp', 'image': 'upload.wikimedia.org/wikipedia/commons/thumb/2/21/Johnny_Depp_2020.jpg/220px-Johnny_Depp_2020.jpg', 'link': 'https://en.wikipedia.org/wiki/Johnny_Depp'}, {'name': 'Vanessa Paradis', 'image': 'upload.wikimedia.org/wikipedia/commons/thumb/0/09/Vanessa_Paradis_Cannes_2016_2.jpg/220px-Vanessa_Paradis_Cannes_2016_2.jpg', 'link': 'https://en.wikipedia.org/wiki/Vanessa_Paradis'}]}",0.2
tt14954666,3,-1,The Idol,2023,https://m.media-amazon.com/images/M/MV5BYzU3YmMwYjItYzQ0My00YjYzLThlZjItNTdmNjY5ZTZjNWY5XkEyXkFqcGdeQXVyMTY1MTU0NzEz._V1_Ratio0.6716_AL_.jpg,5.7,51871,5.0,"{'name': 'Suzanna Son', 'image': '', 'link': 'https://en.wikipedia.org/wiki/Suzanna_Son', 'nepo': False, 'parents': []}",0.2
tt14954666,3,-1,The Idol,2023,https://m.media-amazon.com/images/M/MV5BYzU3YmMwYjItYzQ0My00YjYzLThlZjItNTdmNjY5ZTZjNWY5XkEyXkFqcGdeQXVyMTY1MTU0NzEz._V1_Ratio0.6716_AL_.jpg,5.7,51871,5.0,"{'name': 'Troye Sivan', 'image': 'upload.wikimedia.org/wikipedia/commons/thumb/6/69/2018.06.10_Troye_Sivan_at_Capital_Pride_w_Sony_A7III%2C_Washington%2C_DC_USA_03462_%2842690655572%29_%28cropped%29.jpg/220px-2018.06.10_Troye_Sivan_at_Capital_Pride_w_Sony_A7III%2C_Washington%2C_DC_USA_03462_%2842690655572%29_%28cropped%29.jpg', 'link': 'https://en.wikipedia.org/wiki/Troye_Sivan', 'nepo': False, 'parents': []}",0.2
tt14954666,3,-1,The Idol,2023,https://m.media-amazon.com/images/M/MV5BYzU3YmMwYjItYzQ0My00YjYzLThlZjItNTdmNjY5ZTZjNWY5XkEyXkFqcGdeQXVyMTY1MTU0NzEz._V1_Ratio0.6716_AL_.jpg,5.7,51871,5.0,"{'name': 'Jane Adams', 'image': '', 'link': 'https://en.wikipedia.org/wiki/Jane_Adams_(actress,_born_1965)', 'nepo': False, 'parents': []}",0.2
tt14688458,4,-1,Silo,2023,https://m.media-amazon.com/images/M/MV5BNTk3MGJkZGItNzRjYy00MDhiLWExMjUtOWU2Njc3YWRmOWE3XkEyXkFqcGdeQXVyMjkwOTAyMDU@._V1_Ratio0.6716_AL_.jpg,8.1,33395,9.0,"{'name': 'Rebecca Ferguson', 'image': 'upload.wikimedia.org/wikipedia/commons/thumb/b/b3/Rebecca_Ferguson_in_2018.jpg/220px-Rebecca_Ferguson_in_2018.jpg', 'link': 'https://en.wikipedia.org/wiki/Rebecca_Ferguson', 'nepo': False, 'parents': []}",0.3333333333333333
tt14688458,4,-1,Silo,2023,https://m.media-amazon.com/images/M/MV5BNTk3MGJkZGItNzRjYy00MDhiLWExMjUtOWU2Njc3YWRmOWE3XkEyXkFqcGdeQXVyMjkwOTAyMDU@._V1_Ratio0.6716_AL_.jpg,8.1,33395,9.0,"{'name': 'Rashida Jones', 'image': 'upload.wikimedia.org/wikipedia/commons/thumb/3/3c/Rashida_Jones_2017_%28cropped%29.jpg/220px-Rashida_Jones_2017_%28cropped%29.jpg', 'link': 'https://en.wikipedia.org/wiki/Rashida_Jones', 'nepo': True, 'parents': [{'name': 'Quincy Jones', 'image': 'upload.wikimedia.org/wikipedia/commons/thumb/2/20/Quincy_Jones_May_2014.jpg/220px-Quincy_Jones_May_2014.jpg', 'link': 'https://en.wikipedia.org/wiki/Quincy_Jones'}, {'name': 'Peggy Lipton', 'image': 'upload.wikimedia.org/wikipedia/commons/thumb/8/8d/Peggy_Lipton_Mod_Squad.JPG/220px-Peggy_Lipton_Mod_Squad.JPG', 'link': 'https://en.wikipedia.org/wiki/Peggy_Lipton'}]}",0.3333333333333333
tt14688458,4,-1,Silo,2023,https://m.media-amazon.com/images/M/MV5BNTk3MGJkZGItNzRjYy00MDhiLWExMjUtOWU2Njc3YWRmOWE3XkEyXkFqcGdeQXVyMjkwOTAyMDU@._V1_Ratio0.6716_AL_.jpg,8.1,33395,9.0,"{'name': 'David Oyelowo', 'image': 'upload.wikimedia.org/wikipedia/commons/thumb/8/81/David_Oyelowo_Golden_Globes.jpg/220px-David_Oyelowo_Golden_Globes.jpg', 'link': 'https://en.wikipedia.org/wiki/David_Oyelowo', 'nepo': False, 'parents': []}",0.3333333333333333
tt14688458,4,-1,Silo,2023,https://m.media-amazon.com/images/M/MV5BNTk3MGJkZGItNzRjYy00MDhiLWExMjUtOWU2Njc3YWRmOWE3XkEyXkFqcGdeQXVyMjkwOTAyMDU@._V1_Ratio0.6716_AL_.jpg,8.1,33395,9.0,"{'name': 'Common', 'image': 'upload.wikimedia.org/wikipedia/commons/thumb/6/6a/Common_-_2018_%2841963868844%29_%28cropped%29.jpg/220px-Common_-_2018_%2841963868844%29_%28cropped%29.jpg', 'link': 'https://en.wikipedia.org/wiki/Common_(rapper)', 'nepo': True, 'parents': [{'name': 'Lonnie Lynn', 'image': 'upload.wikimedia.org/wikipedia/commons/thumb/7/72/Basketball_Clipart.svg/35px-Basketball_Clipart.svg.png', 'link': 'https://en.wikipedia.org/wiki/Lonnie_Lynn'}]}",0.3333333333333333
tt14688458,4,-1,Silo,2023,https://m.media-amazon.com/images/M/MV5BNTk3MGJkZGItNzRjYy00MDhiLWExMjUtOWU2Njc3YWRmOWE3XkEyXkFqcGdeQXVyMjkwOTAyMDU@._V1_Ratio0.6716_AL_.jpg,8.1,33395,9.0,"{'name': 'Tim Robbins', 'image': 'upload.wikimedia.org/wikipedia/commons/thumb/6/61/Tim_Robbins_%28Berlin_Film_Festival_2013%29.jpg/220px-Tim_Robbins_%28Berlin_Film_Festival_2013%29.jpg', 'link': 'https://en.wikipedia.org/wiki/Tim_Robbins', 'nepo': False, 'parents': []}",0.3333333333333333
tt14688458,4,-1,Silo,2023,https://m.media-amazon.com/images/M/MV5BNTk3MGJkZGItNzRjYy00MDhiLWExMjUtOWU2Njc3YWRmOWE3XkEyXkFqcGdeQXVyMjkwOTAyMDU@._V1_Ratio0.6716_AL_.jpg,8.1,33395,9.0,"{'name': 'Harriet Walter', 'image': 'upload.wikimedia.org/wikipedia/commons/thumb/0/03/Harriet_Walter_-_Actress.jpg/220px-Harriet_Walter_-_Actress.jpg', 'link': 'https://en.wikipedia.org/wiki/Harriet_Walter', 'nepo': True, 'parents': [{'name': 'Christopher Lee', 'image': 'upload.wikimedia.org/wikipedia/commons/thumb/5/5a/Christopher_Lee_at_the_Berlin_International_Film_Festival_2013.jpg/220px-Christopher_Lee_at_the_Berlin_International_Film_Festival_2013.jpg', 'link': 'https://en.wikipedia.org/wiki/Christopher_Lee'}, {'name': 'Marie Carandini', 'image': 'upload.wikimedia.org/wikipedia/commons/thumb/9/98/Marie_Carandini.jpg/220px-Marie_Carandini.jpg', 'link': 'https://en.wikipedia.org/wiki/Marie_Carandini'}, {'name': 'John Walter (publisher)', 'image': 'upload.wikimedia.org/wikipedia/commons/thumb/5/58/John_walter.jpg/220px-John_walter.jpg', 'link': 'https://en.wikipedia.org/wiki/John_Walter_(publisher)'}]}",0.3333333333333333
tt14688458,4,-1,Silo,2023,https://m.media-amazon.com/images/M/MV5BNTk3MGJkZGItNzRjYy00MDhiLWExMjUtOWU2Njc3YWRmOWE3XkEyXkFqcGdeQXVyMjkwOTAyMDU@._V1_Ratio0.6716_AL_.jpg,8.1,33395,9.0,"{'name': 'Avi Nash', 'image': 'upload.wikimedia.org/wikipedia/commons/thumb/8/8c/Avi_Nash_by_Gage_Skidmore.jpg/220px-Avi_Nash_by_Gage_Skidmore.jpg', 'link': 'https://en.wikipedia.org/wiki/Avi_Nash', 'nepo': False, 'parents': []}",0.3333333333333333
tt14688458,4,-1,Silo,2023,https://m.media-amazon.com/images/M/MV5BNTk3MGJkZGItNzRjYy00MDhiLWExMjUtOWU2Njc3YWRmOWE3XkEyXkFqcGdeQXVyMjkwOTAyMDU@._V1_Ratio0.6716_AL_.jpg,8.1,33395,9.0,"{'name': 'Rick Gomez', 'image': 'upload.wikimedia.org/wikipedia/commons/thumb/5/5d/Rick_Gomez.jpg/220px-Rick_Gomez.jpg', 'link': 'https://en.wikipedia.org/wiki/Rick_Gomez', 'nepo': False, 'parents': []}",0.3333333333333333
tt14688458,4,-1,Silo,2023,https://m.media-amazon.com/images/M/MV5BNTk3MGJkZGItNzRjYy00MDhiLWExMjUtOWU2Njc3YWRmOWE3XkEyXkFqcGdeQXVyMjkwOTAyMDU@._V1_Ratio0.6716_AL_.jpg,8.1,33395,9.0,"{'name': 'Chinaza Uche', 'image': '', 'link': 'https://en.wikipedia.org/wiki/Chinaza_Uche', 'nepo': False, 'parents': []}",0.3333333333333333
tt14452776,5,+76,The Bear,2022,https://m.media-amazon.com/images/M/MV5BYmM4MjBkNGMtZjE5Zi00ZDMwLWE5MjYtN2M0MTM2YTQ2MmNlXkEyXkFqcGdeQXVyMjkwOTAyMDU@._V1_Ratio0.6716_AL_.jpg,8.4,100208,8.0,"{'name': 'Keri Russell', 'image': 'upload.wikimedia.org/wikipedia/commons/thumb/c/c6/Keri_Russell_%2831481731266%29_%28cropped%29.jpg/220px-Keri_Russell_%2831481731266%29_%28cropped%29.jpg', 'link': 'https://en.wikipedia.org/wiki/Keri_Russell', 'nepo': False, 'parents': []}",0.125
tt14452776,5,+76,The Bear,2022,https://m.media-amazon.com/images/M/MV5BYmM4MjBkNGMtZjE5Zi00ZDMwLWE5MjYtN2M0MTM2YTQ2MmNlXkEyXkFqcGdeQXVyMjkwOTAyMDU@._V1_Ratio0.6716_AL_.jpg,8.4,100208,8.0,"{'name': ""O'Shea Jackson Jr."", 'image': 'upload.wikimedia.org/wikipedia/commons/thumb/5/58/O%27Shea_Jackson_Jr._by_Gage_Skidmore.jpg/220px-O%27Shea_Jackson_Jr._by_Gage_Skidmore.jpg', 'link': 'https://en.wikipedia.org/wiki/O%27Shea_Jackson_Jr.', 'nepo': True, 'parents': [{'name': 'Ice Cube', 'image': 'upload.wikimedia.org/wikipedia/commons/thumb/2/2c/Ice-Cube_2014-01-09-Chicago-photoby-Adam-Bielawski.jpg/220px-Ice-Cube_2014-01-09-Chicago-photoby-Adam-Bielawski.jpg', 'link': 'https://en.wikipedia.org/wiki/Ice_Cube'}]}",0.125
tt14452776,5,+76,The Bear,2022,https://m.media-amazon.com/images/M/MV5BYmM4MjBkNGMtZjE5Zi00ZDMwLWE5MjYtN2M0MTM2YTQ2MmNlXkEyXkFqcGdeQXVyMjkwOTAyMDU@._V1_Ratio0.6716_AL_.jpg,8.4,100208,8.0,"{'name': 'Christian Convery', 'image': '', 'link': 'https://en.wikipedia.org/wiki/Christian_Convery', 'nepo': False, 'parents': []}",0.125
tt14452776,5,+76,The Bear,2022,https://m.media-amazon.com/images/M/MV5BYmM4MjBkNGMtZjE5Zi00ZDMwLWE5MjYtN2M0MTM2YTQ2MmNlXkEyXkFqcGdeQXVyMjkwOTAyMDU@._V1_Ratio0.6716_AL_.jpg,8.4,100208,8.0,"{'name': 'Alden Ehrenreich', 'image': 'upload.wikimedia.org/wikipedia/commons/thumb/7/72/Alden_Ehrenreich_2018.jpg/220px-Alden_Ehrenreich_2018.jpg', 'link': 'https://en.wikipedia.org/wiki/Alden_Ehrenreich', 'nepo': False, 'parents': []}",0.125
tt14452776,5,+76,The Bear,2022,https://m.media-amazon.com/images/M/MV5BYmM4MjBkNGMtZjE5Zi00ZDMwLWE5MjYtN2M0MTM2YTQ2MmNlXkEyXkFqcGdeQXVyMjkwOTAyMDU@._V1_Ratio0.6716_AL_.jpg,8.4,100208,8.0,"{'name': 'Brooklynn Prince', 'image': 'upload.wikimedia.org/wikipedia/commons/thumb/9/92/Brooklynn_Prince.png/220px-Brooklynn_Prince.png', 'link': 'https://en.wikipedia.org/wiki/Brooklynn_Prince', 'nepo': False, 'parents': []}",0.125
tt14452776,5,+76,The Bear,2022,https://m.media-amazon.com/images/M/MV5BYmM4MjBkNGMtZjE5Zi00ZDMwLWE5MjYtN2M0MTM2YTQ2MmNlXkEyXkFqcGdeQXVyMjkwOTAyMDU@._V1_Ratio0.6716_AL_.jpg,8.4,100208,8.0,"{'name': 'Isiah Whitlock Jr.', 'image': 'upload.wikimedia.org/wikipedia/en/thumb/6/6c/Wiki_letter_w.svg/40px-Wiki_letter_w.svg.png', 'link': 'https://en.wikipedia.org/wiki/Isiah_Whitlock_Jr.', 'nepo': False, 'parents': []}",0.125
tt14452776,5,+76,The Bear,2022,https://m.media-amazon.com/images/M/MV5BYmM4MjBkNGMtZjE5Zi00ZDMwLWE5MjYtN2M0MTM2YTQ2MmNlXkEyXkFqcGdeQXVyMjkwOTAyMDU@._V1_Ratio0.6716_AL_.jpg,8.4,100208,8.0,"{'name': 'Margo Martindale', 'image': 'upload.wikimedia.org/wikipedia/commons/thumb/0/0e/Margo_Martindale_MFF_2016.jpg/220px-Margo_Martindale_MFF_2016.jpg', 'link': 'https://en.wikipedia.org/wiki/Margo_Martindale', 'nepo': False, 'parents': []}",0.125
tt14452776,5,+76,The Bear,2022,https://m.media-amazon.com/images/M/MV5BYmM4MjBkNGMtZjE5Zi00ZDMwLWE5MjYtN2M0MTM2YTQ2MmNlXkEyXkFqcGdeQXVyMjkwOTAyMDU@._V1_Ratio0.6716_AL_.jpg,8.4,100208,8.0,"{'name': 'Ray Liotta', 'image': 'upload.wikimedia.org/wikipedia/commons/thumb/9/91/RayLiottaTIFFSept2012.jpg/220px-RayLiottaTIFFSept2012.jpg', 'link': 'https://en.wikipedia.org/wiki/Ray_Liotta', 'nepo': False, 'parents': []}",0.125
tt7660850,6,-2,Succession,2018,https://m.media-amazon.com/images/M/MV5BZTY0YjU0NTUtMGRmNS00NDMyLWI2MzYtNjM2MmM1M2FkMjkyXkEyXkFqcGdeQXVyNjY1MTg4Mzc@._V1_Ratio0.6716_AL_.jpg,8.9,214443,18.0,"{'name': 'Hiam Abbass', 'image': 'upload.wikimedia.org/wikipedia/commons/thumb/9/9a/Hiam_Abbass_Cannes_2012.jpg/220px-Hiam_Abbass_Cannes_2012.jpg', 'link': 'https://en.wikipedia.org/wiki/Hiam_Abbass', 'nepo': False, 'parents': []}",0.16666666666666666
tt7660850,6,-2,Succession,2018,https://m.media-amazon.com/images/M/MV5BZTY0YjU0NTUtMGRmNS00NDMyLWI2MzYtNjM2MmM1M2FkMjkyXkEyXkFqcGdeQXVyNjY1MTg4Mzc@._V1_Ratio0.6716_AL_.jpg,8.9,214443,18.0,"{'name': 'Nicholas Braun', 'image': 'upload.wikimedia.org/wikipedia/commons/thumb/3/33/Nicholas_Braun_2017.jpg/220px-Nicholas_Braun_2017.jpg', 'link': 'https://en.wikipedia.org/wiki/Nicholas_Braun', 'nepo': True, 'parents': [{'name': 'Craig Braun', 'image': 'upload.wikimedia.org/wikipedia/en/9/98/Logo_the_Craig_Braun_version.png', 'link': 'https://en.wikipedia.org/wiki/Craig_Braun'}]}",0.16666666666666666
tt7660850,6,-2,Succession,2018,https://m.media-amazon.com/images/M/MV5BZTY0YjU0NTUtMGRmNS00NDMyLWI2MzYtNjM2MmM1M2FkMjkyXkEyXkFqcGdeQXVyNjY1MTg4Mzc@._V1_Ratio0.6716_AL_.jpg,8.9,214443,18.0,"{'name': 'Brian Cox', 'image': 'upload.wikimedia.org/wikipedia/commons/thumb/2/2d/Brian_Cox_%282016%29_-_01.jpg/220px-Brian_Cox_%282016%29_-_01.jpg', 'link': 'https://en.wikipedia.org/wiki/Brian_Cox_(actor)', 'nepo': False, 'parents': []}",0.16666666666666666
tt7660850,6,-2,Succession,2018,https://m.media-amazon.com/images/M/MV5BZTY0YjU0NTUtMGRmNS00NDMyLWI2MzYtNjM2MmM1M2FkMjkyXkEyXkFqcGdeQXVyNjY1MTg4Mzc@._V1_Ratio0.6716_AL_.jpg,8.9,214443,18.0,"{'name': 'Kieran Culkin', 'image': 'upload.wikimedia.org/wikipedia/commons/thumb/5/5e/Kieran_Culkin_2012.jpg/220px-Kieran_Culkin_2012.jpg', 'link': 'https://en.wikipedia.org/wiki/Kieran_Culkin', 'nepo': True, 'parents': [{'name': 'Kit Culkin', 'image': '', 'link': 'https://en.wikipedia.org/wiki/Kit_Culkin'}]}",0.16666666666666666
tt7660850,6,-2,Succession,2018,https://m.media-amazon.com/images/M/MV5BZTY0YjU0NTUtMGRmNS00NDMyLWI2MzYtNjM2MmM1M2FkMjkyXkEyXkFqcGdeQXVyNjY1MTg4Mzc@._V1_Ratio0.6716_AL_.jpg,8.9,214443,18.0,"{'name': 'Peter Friedman', 'image': 'upload.wikimedia.org/wikipedia/commons/thumb/e/e4/PeterFriedman.jpg/220px-PeterFriedman.jpg', 'link': 'https://en.wikipedia.org/wiki/Peter_Friedman', 'nepo': False, 'parents': []}",0.16666666666666666
tt7660850,6,-2,Succession,2018,https://m.media-amazon.com/images/M/MV5BZTY0YjU0NTUtMGRmNS00NDMyLWI2MzYtNjM2MmM1M2FkMjkyXkEyXkFqcGdeQXVyNjY1MTg4Mzc@._V1_Ratio0.6716_AL_.jpg,8.9,214443,18.0,"{'name': 'Natalie Gold', 'image': 'upload.wikimedia.org/wikipedia/commons/thumb/f/fd/Natalie-Gold.jpg.webp/220px-Natalie-Gold.jpg.webp.png', 'link': 'https://en.wikipedia.org/wiki/Natalie_Gold', 'nepo': False, 'parents': []}",0.16666666666666666
tt7660850,6,-2,Succession,2018,https://m.media-amazon.com/images/M/MV5BZTY0YjU0NTUtMGRmNS00NDMyLWI2MzYtNjM2MmM1M2FkMjkyXkEyXkFqcGdeQXVyNjY1MTg4Mzc@._V1_Ratio0.6716_AL_.jpg,8.9,214443,18.0,"{'name': 'Matthew Macfadyen', 'image': 'upload.wikimedia.org/wikipedia/commons/thumb/3/39/Matthew_Macfadyen_2019.jpg/220px-Matthew_Macfadyen_2019.jpg', 'link': 'https://en.wikipedia.org/wiki/Matthew_Macfadyen', 'nepo': False, 'parents': []}",0.16666666666666666
